meter_id,phase_type,timestamp,v1,v2,v3,i1,i2,i3,v_agg,i_agg,power_factor,energy_consumed_kwh,expected_energy_kwh,signal_strength_dbm,data_transmitted,tamper_flag,tamper_duration_hours,fault_flag,fault_type,fault_duration_hours,meter_status,reading_gap_minutes,location_id,feeder_id,transformer_id,band,tariff_per_kwh,total_vended_amount,expected_energy_from_vend
EKEDC_000001,three,2025-04-01 16:53:48.129455,225.1736297607422,226.0793914794922,248.57150268554688,25.294790267944336,11.461429595947266,8.102211952209473,233.27484,14.952809,0.8907817,14611.2,15817.77,-77.50887,1,0,0,0,,0,healthy,60,Island,FDR_047,DMG_1276,A,209,3305913.61,15817.77
EKEDC_000001,three,2025-04-01 17:53:48.129455,235.93087768554688,230.31336975097656,233.92552185058594,16.08354949951172,22.249784469604492,23.874462127685547,233.38994,20.735933,0.8713279,6878.99,7329.86,-31.034794,1,0,0,0,,0,healthy,60,Island,FDR_047,DMG_1276,A,209,1531940.43,7329.86
EKEDC_000001,three,2025-04-01 18:53:48.129455,223.4626007080078,230.1271209716797,210.5001678466797,17.462459564208984,21.508621215820312,13.5186185836792,221.3633,17.496567,0.8374445,16497.45,16730.21,-53.920494,1,0,0,0,,0,healthy,60,Island,FDR_047,DMG_1276,A,209,3496614.55,16730.21
EKEDC_000001,three,2025-04-01 19:53:48.129455,228.88632202148438,245.66819763183594,220.6952362060547,17.065156936645508,5.005019664764404,14.894294738769531,231.74992,12.32149,0.831446,19935.7,21453.29,-42.120934,1,0,0,0,,0,healthy,15,Island,FDR_047,DMG_1276,A,209,4483736.96,21453.29
EKEDC_000001,three,2025-04-01 20:53:48.129455,238.5177001953125,207.08297729492188,231.63311767578125,16.003093719482422,14.562703132629395,10.852384567260742,225.74458,13.806061,0.8302122,16204.25,17557.16,-90.41799,1,0,0,1,modem_disconnect,13,faulty,30,Island,FDR_047,DMG_1276,A,209,3669446.39,17557.16
EKEDC_000001,three,2025-04-01 21:53:48.129455,234.0022430419922,241.562744140625,229.37193298339844,17.003429412841797,15.913546562194824,17.03070831298828,234.97899,16.64923,0.8745708,6613.81,8108.15,-72.463806,1,0,0,1,modem_disconnect,13,faulty,30,Island,FDR_047,DMG_1276,A,209,1694603.31,8108.15
EKEDC_000001,three,2025-04-01 22:53:48.129455,249.746337890625,236.40304565429688,214.21054077148438,20.481538772583008,18.09050941467285,22.52631187438965,233.45331,20.36612,0.93255293,2735.85,2627.68,-40.583553,1,0,0,1,modem_disconnect,13,faulty,30,Island,FDR_047,DMG_1276,A,209,549185.06,2627.68
EKEDC_000001,three,2025-04-01 23:53:48.129455,220.18447875976562,228.3782958984375,230.74514770507812,19.05113983154297,9.070446968078613,16.972976684570312,226.43597,15.031521,0.8854942,8308.35,8214.13,-80.574486,1,0,0,1,modem_disconnect,13,faulty,60,Island,FDR_047,DMG_1276,A,209,1716754.15,8214.13
EKEDC_000001,three,2025-04-02 00:53:48.129455,235.5244140625,228.65757751464844,223.7323760986328,18.54035186767578,11.846863746643066,18.777597427368164,229.3048,16.38827,0.9158588,18050.68,21288.55,-89.40394,1,0,0,1,modem_disconnect,13,faulty,15,Island,FDR_047,DMG_1276,A,209,4449306.04,21288.55
EKEDC_000001,three,2025-04-02 01:53:48.129455,231.9014129638672,235.78289794921875,254.56817626953125,15.306632041931152,14.852296829223633,6.4895853996276855,240.75084,12.216171,0.9027132,3115.95,3070.99,-61.41425,1,0,0,1,modem_disconnect,13,faulty,30,Island,FDR_047,DMG_1276,A,209,641836.89,3070.99
EKEDC_000001,three,2025-04-02 02:53:48.129455,220.68096923828125,218.14076232910156,230.0095672607422,5.467872142791748,11.923408508300781,22.525115966796875,222.94377,13.305466,0.8818809,22565.75,23526.95,-57.563984,1,0,0,1,modem_disconnect,13,faulty,60,Island,FDR_047,DMG_1276,A,209,4917132.4,23526.95
EKEDC_000001,three,2025-04-02 03:53:48.129455,232.84124755859375,235.8549346923828,215.57142639160156,21.558820724487305,19.06949234008789,20.298519134521484,228.08919,20.308943,0.928468,11072.54,10777.15,-66.5824,1,1,32,1,modem_disconnect,13,faulty,15,Island,FDR_047,DMG_1276,A,209,2252424.37,10777.15
EKEDC_000001,three,2025-04-02 04:53:48.129455,223.88290405273438,230.22360229492188,234.75929260253906,20.648183822631836,14.268567085266113,19.051651000976562,229.62193,17.989468,0.84540707,8172.53,8482.36,-99.858536,1,1,32,1,modem_disconnect,11,faulty,15,Island,FDR_047,DMG_1276,A,209,1772814.28,8482.36
EKEDC_000001,three,2025-04-02 05:53:48.129455,222.99290466308594,235.18206787109375,216.5499725341797,20.98325538635254,14.500222206115723,19.82105827331543,224.90833,18.434845,0.8241975,16729.43,16620.88,-94.09809,1,1,32,1,modem_disconnect,22,faulty,15,Island,FDR_047,DMG_1276,A,209,3473763.1,16620.88
EKEDC_000001,three,2025-04-02 06:53:48.129455,234.0659637451172,243.98941040039062,228.8860626220703,15.456090927124023,6.457789897918701,19.392005920410156,235.64714,13.768628,0.89413726,5396.71,5652.03,-73.885284,1,1,32,1,modem_disconnect,22,faulty,15,Island,FDR_047,DMG_1276,A,209,1181273.37,5652.03
EKEDC_000001,three,2025-04-02 07:53:48.129455,223.8158721923828,238.44253540039062,199.2859344482422,17.80217170715332,15.888790130615234,18.55494499206543,220.51479,17.415304,0.92245567,10479.85,9849.08,-35.810062,1,1,32,1,modem_disconnect,22,faulty,60,Island,FDR_047,DMG_1276,A,209,2058457.63,9849.08
EKEDC_000001,three,2025-04-02 08:53:48.129455,232.73817443847656,242.5626220703125,237.6456298828125,22.864444732666016,14.593754768371582,17.06825065612793,237.6488,18.175484,0.88976985,10122.73,10598.39,-46.71642,1,1,32,1,modem_disconnect,22,faulty,30,Island,FDR_047,DMG_1276,A,209,2215062.79,10598.39
EKEDC_000001,three,2025-04-02 09:53:48.129455,236.78558349609375,230.0452880859375,229.50204467773438,9.636285781860352,11.43406867980957,21.31401824951172,232.11096,14.128124,0.92214197,19076.52,22103.56,-74.624886,1,1,32,1,modem_disconnect,22,faulty,60,Island,FDR_047,DMG_1276,A,209,4619643.73,22103.56
EKEDC_000001,three,2025-04-02 10:53:48.129455,225.20321655273438,226.93116760253906,232.22442626953125,13.559288024902344,11.562787055969238,10.539557456970215,228.11961,11.887211,0.8382674,14929.77,14935.73,-34.709675,1,1,32,1,modem_disconnect,22,faulty,15,Island,FDR_047,DMG_1276,A,209,3121566.6,14935.73
EKEDC_000001,three,2025-04-02 11:53:48.129455,231.31480407714844,240.44300842285156,222.83827209472656,13.465096473693848,14.804696083068848,11.71951961517334,231.53203,13.32977,0.9408092,2333.81,2633.75,-96.39827,1,1,32,1,modem_disconnect,17,faulty,60,Island,FDR_047,DMG_1276,A,209,550453.96,2633.75
EKEDC_000001,three,2025-04-02 12:53:48.129455,214.69161987304688,229.773681640625,225.93458557128906,9.816848754882812,24.787832260131836,20.378231048583984,223.46663,18.327639,0.9300082,10769.25,11587.12,-60.940258,1,1,32,1,modem_disconnect,17,faulty,15,Island,FDR_047,DMG_1276,A,209,2421708.81,11587.12
EKEDC_000001,three,2025-04-02 13:53:48.129455,223.04498291015625,238.8723907470703,226.88784790039062,15.676630973815918,8.01578140258789,16.944419860839844,229.60173,13.545611,0.8817441,11084.53,10218.23,-36.86587,1,1,32,1,modem_disconnect,17,faulty,15,Island,FDR_047,DMG_1276,A,209,2135609.08,10218.23
EKEDC_000001,three,2025-04-02 14:53:48.129455,249.63790893554688,234.73631286621094,224.43580627441406,9.288393020629883,11.78133773803711,18.00530433654785,236.27,13.025012,0.7846702,12625.9,14093.08,-62.03716,1,1,32,1,modem_disconnect,17,faulty,30,Island,FDR_047,DMG_1276,A,209,2945452.88,14093.08
EKEDC_000001,three,2025-04-02 15:53:48.129455,222.91058349609375,233.25621032714844,229.4915771484375,10.557875633239746,15.8214750289917,14.257573127746582,228.5528,13.545642,0.8064697,9237.29,10132.08,-50.099606,1,1,32,1,modem_disconnect,17,faulty,60,Island,FDR_047,DMG_1276,A,209,2117604.29,10132.08
EKEDC_000001,three,2025-04-02 16:53:48.129455,239.61627197265625,225.887939453125,234.26071166992188,23.591638565063477,12.842277526855469,13.458213806152344,233.25496,16.630709,0.84518516,9263.82,11139.71,-59.01699,1,1,32,1,modem_disconnect,17,faulty,60,Island,FDR_047,DMG_1276,A,209,2328199.46,11139.71
EKEDC_000001,three,2025-04-02 17:53:48.129455,226.31626892089844,238.46971130371094,235.29647827148438,15.119189262390137,12.17288589477539,9.756485939025879,233.36082,12.349521,0.98946744,2653.04,2665.57,-89.72134,1,1,32,1,modem_disconnect,17,faulty,15,Island,FDR_047,DMG_1276,A,209,557104.86,2665.57
EKEDC_000001,three,2025-04-02 18:53:48.129455,233.1597137451172,221.08856201171875,218.7496337890625,16.95718765258789,17.396162033081055,17.994062423706055,224.33264,17.449137,0.91796154,5764.87,6420.33,-39.65778,1,1,32,1,modem_disconnect,17,faulty,60,Island,FDR_047,DMG_1276,A,209,1341848.77,6420.33
EKEDC_000001,three,2025-04-02 19:53:48.129455,228.26792907714844,217.5191650390625,234.4180145263672,10.125609397888184,16.28427505493164,14.233209609985352,226.73505,13.547699,0.9470109,17482.61,16018.86,-50.234505,1,1,32,1,modem_disconnect,17,faulty,60,Island,FDR_047,DMG_1276,A,209,3347941.51,16018.86
EKEDC_000001,three,2025-04-02 20:53:48.129455,239.7834014892578,236.166015625,232.462158203125,25.09978675842285,18.840734481811523,7.202711582183838,236.13719,17.047745,0.8839294,5723.99,6685.07,-47.281723,1,1,32,1,modem_disconnect,17,faulty,15,Island,FDR_047,DMG_1276,A,209,1397178.9,6685.07
EKEDC_000001,three,2025-04-02 21:53:48.129455,229.08876037597656,220.26528930664062,222.2650146484375,20.230192184448242,14.726503372192383,15.031474113464355,223.87303,16.662724,0.89959484,10281.67,9970.9,-99.693245,1,1,32,1,modem_disconnect,10,faulty,30,Island,FDR_047,DMG_1276,A,209,2083918.9,9970.9
EKEDC_000001,three,2025-04-02 22:53:48.129455,230.88438415527344,233.83999633789062,219.52685546875,13.852371215820312,10.643853187561035,12.864579200744629,228.08374,12.453601,0.91809744,9113.19,10146.92,-97.73619,1,1,32,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,2120707.3,10146.92
EKEDC_000001,three,2025-04-02 23:53:48.129455,225.7674560546875,240.02561950683594,216.52569580078125,17.55169677734375,13.776846885681152,14.378579139709473,227.43959,15.235707,0.86426985,14670.16,16816.09,-88.44265,1,1,32,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,3514562.7,16816.09
EKEDC_000001,three,2025-04-03 00:53:48.129455,225.45730590820312,228.4319305419922,219.0027618408203,15.608040809631348,16.625524520874023,5.791963577270508,224.29732,12.675176,0.85314494,15424.25,16857.62,-32.64737,1,1,32,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,3523242.47,16857.62
EKEDC_000001,three,2025-04-03 01:53:48.129455,237.0979461669922,206.44480895996094,238.78515625,18.18501853942871,22.634685516357422,14.271815299987793,227.44263,18.36384,0.87576956,2159.41,2226.04,-61.317375,1,1,32,1,modem_disconnect,23,faulty,30,Island,FDR_047,DMG_1276,A,209,465241.79,2226.04
EKEDC_000001,three,2025-04-03 02:53:48.129455,243.87106323242188,227.48556518554688,241.7259979248047,11.423622131347656,8.853092193603516,14.812326431274414,237.69421,11.696347,0.91334,3790.36,3831.16,-52.57154,1,1,32,1,modem_disconnect,23,faulty,30,Island,FDR_047,DMG_1276,A,209,800712.55,3831.16
EKEDC_000001,three,2025-04-03 03:53:48.129455,225.52670288085938,226.70924377441406,233.0057373046875,14.511185646057129,17.49640655517578,19.29315757751465,228.4139,17.10025,0.87065464,3793.06,3676.37,-40.087902,1,1,32,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,768360.74,3676.37
EKEDC_000001,three,2025-04-03 04:53:48.129455,239.99131774902344,223.61134338378906,222.4569091796875,20.80765724182129,26.84661102294922,16.093503952026367,228.68652,21.249258,0.84073997,23992.72,22122.71,-91.138954,1,1,32,1,modem_disconnect,16,faulty,15,Island,FDR_047,DMG_1276,A,209,4623645.84,22122.71
EKEDC_000001,three,2025-04-03 05:53:48.129455,217.63961791992188,256.1983947753906,226.64659118652344,14.955242156982422,13.351101875305176,18.11893081665039,233.49487,15.475091,0.91344535,20494.4,21406.98,-34.780956,1,1,32,1,modem_disconnect,16,faulty,30,Island,FDR_047,DMG_1276,A,209,4474058.96,21406.98
EKEDC_000001,three,2025-04-03 06:53:48.129455,251.28314208984375,226.51943969726562,222.42698669433594,10.063949584960938,21.183551788330078,11.66969108581543,233.40985,14.30573,1.0,21876.47,20487.45,-96.68826,1,1,32,1,modem_disconnect,22,faulty,30,Island,FDR_047,DMG_1276,A,209,4281877.2,20487.45
EKEDC_000001,three,2025-04-03 07:53:48.129455,235.40892028808594,245.28164672851562,244.0229034423828,13.3131103515625,13.715841293334961,12.86847972869873,241.57115,13.299144,0.86803377,2364.46,2192.1,-54.862885,1,1,32,1,modem_disconnect,22,faulty,60,Island,FDR_047,DMG_1276,A,209,458148.58,2192.1
EKEDC_000001,three,2025-04-03 08:53:48.129455,238.63262939453125,239.90255737304688,228.0000457763672,20.87974739074707,14.178915977478027,18.114543914794922,235.51173,17.724401,0.8363774,5730.15,6209.95,-77.328445,1,1,32,1,modem_disconnect,22,faulty,60,Island,FDR_047,DMG_1276,A,209,1297880.01,6209.95
EKEDC_000001,three,2025-04-03 09:53:48.129455,231.4815216064453,242.46617126464844,233.36537170410156,10.228009223937988,14.854659080505371,13.283924102783203,235.77101,12.788864,0.9789388,8219.58,9972.74,-83.92096,1,1,32,1,modem_disconnect,22,faulty,15,Island,FDR_047,DMG_1276,A,209,2084302.76,9972.74
EKEDC_000001,three,2025-04-03 10:53:48.129455,232.5117645263672,224.9024200439453,238.70472717285156,13.298142433166504,11.708734512329102,7.2927069664001465,232.03963,10.766528,0.9914723,6751.81,6639.14,-67.95257,1,1,35,1,modem_disconnect,22,faulty,60,Island,FDR_047,DMG_1276,A,209,1387580.71,6639.14
EKEDC_000001,three,2025-04-03 11:53:48.129455,224.05987548828125,229.4011993408203,235.16787719726562,22.653841018676758,12.4592924118042,18.78360939025879,229.54297,17.965582,0.9216599,10543.38,9816.85,-60.482574,1,1,35,1,modem_disconnect,22,faulty,30,Island,FDR_047,DMG_1276,A,209,2051720.71,9816.85
EKEDC_000001,three,2025-04-03 12:53:48.129455,224.97882080078125,240.82949829101562,233.4319610595703,17.692594528198242,16.793039321899414,17.658763885498047,233.0801,17.381466,0.9842502,18949.17,23353.04,-92.7652,1,1,35,1,modem_disconnect,23,faulty,15,Island,FDR_047,DMG_1276,A,209,4880784.52,23353.04
EKEDC_000001,three,2025-04-03 13:53:48.129455,230.84442138671875,239.69366455078125,240.03787231445312,11.215499877929688,15.588154792785645,21.73827362060547,236.85864,16.180643,0.961522,10055.53,10510.31,-68.45763,1,1,35,1,modem_disconnect,23,faulty,15,Island,FDR_047,DMG_1276,A,209,2196654.02,10510.31
EKEDC_000001,three,2025-04-03 14:53:48.129455,230.36924743652344,228.83816528320312,229.40480041503906,17.212278366088867,10.173040390014648,8.974221229553223,229.5374,12.119846,0.83913106,12702.08,13613.96,-51.89213,1,1,35,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,2845316.64,13613.96
EKEDC_000001,three,2025-04-03 15:53:48.129455,241.32102966308594,232.73471069335938,219.63963317871094,7.368728160858154,13.267311096191406,16.88862419128418,231.2318,12.508222,0.9360189,7788.19,9336.98,-30.88186,1,1,35,1,modem_disconnect,23,faulty,30,Island,FDR_047,DMG_1276,A,209,1951429.22,9336.98
EKEDC_000001,three,2025-04-03 16:53:48.129455,235.15093994140625,220.49281311035156,246.2548370361328,23.634634017944336,13.104510307312012,16.485427856445312,233.96619,17.741524,0.8845155,14740.51,13862.85,-36.31906,1,1,35,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,2897336.54,13862.85
EKEDC_000001,three,2025-04-03 17:53:48.129455,214.95594787597656,237.3936309814453,216.27532958984375,17.317148208618164,9.745908737182617,21.09659767150879,222.87495,16.053217,0.83513033,11178.93,11832.32,-77.3942,1,1,35,1,modem_disconnect,23,faulty,30,Island,FDR_047,DMG_1276,A,209,2472954.71,11832.32
EKEDC_000001,three,2025-04-03 18:53:48.129455,212.3777313232422,217.67918395996094,228.8621063232422,18.166072845458984,12.239246368408203,11.998957633972168,219.63966,14.134759,0.8599941,19781.72,19093.12,-89.732376,1,1,35,1,modem_disconnect,23,faulty,15,Island,FDR_047,DMG_1276,A,209,3990462.4,19093.12
EKEDC_000001,three,2025-04-03 19:53:48.129455,222.09902954101562,223.7926788330078,233.13755798339844,19.26105499267578,17.743022918701172,11.567427635192871,226.3431,16.190502,1.0,16867.58,18490.47,-56.890324,1,1,35,1,modem_disconnect,23,faulty,15,Island,FDR_047,DMG_1276,A,209,3864508.21,18490.47
EKEDC_000001,three,2025-04-03 20:53:48.129455,221.2679443359375,224.09963989257812,238.4547119140625,19.27276039123535,25.513202667236328,15.61729907989502,227.94075,20.13442,0.8863712,22190.97,21151.9,-94.90305,1,1,35,1,modem_disconnect,10,faulty,60,Island,FDR_047,DMG_1276,A,209,4420747.97,21151.9
EKEDC_000001,three,2025-04-03 21:53:48.129455,234.8441619873047,228.42662048339844,234.71945190429688,18.017547607421875,16.013126373291016,14.78984260559082,232.6634,16.273506,0.94220275,2058.27,1978.96,-78.79619,1,1,35,1,modem_disconnect,10,faulty,60,Island,FDR_047,DMG_1276,A,209,413603.06,1978.96
EKEDC_000001,three,2025-04-03 22:53:48.129455,228.994873046875,230.5550537109375,251.60093688964844,10.288544654846191,20.600341796875,10.597016334533691,237.0503,13.828633,0.9056924,20476.74,21342.73,-31.391064,1,1,35,1,modem_disconnect,10,faulty,15,Island,FDR_047,DMG_1276,A,209,4460630.55,21342.73
EKEDC_000001,three,2025-04-03 23:53:48.129455,237.803466796875,225.9119110107422,229.31947326660156,19.636390686035156,16.315792083740234,17.072322845458984,231.01161,17.674835,0.8690049,7821.05,9391.38,-98.98754,1,1,35,1,modem_disconnect,20,faulty,30,Island,FDR_047,DMG_1276,A,209,1962798.13,9391.38
EKEDC_000001,three,2025-04-04 00:53:48.129455,234.2075958251953,226.83045959472656,230.0215606689453,17.511333465576172,8.533458709716797,7.508738040924072,230.35321,11.18451,0.9326681,15135.11,17387.46,-35.74459,0,1,35,1,modem_disconnect,20,faulty,60,Island,FDR_047,DMG_1276,A,209,3633979.93,17387.46
EKEDC_000001,three,2025-04-04 01:53:48.129455,238.00010681152344,211.62786865234375,231.41519165039062,9.176727294921875,17.6892032623291,9.116483688354492,227.0144,11.994138,0.84513193,14393.99,14569.85,-92.95688,1,1,35,1,modem_disconnect,8,faulty,60,Island,FDR_047,DMG_1276,A,209,3045098.44,14569.85
EKEDC_000001,three,2025-04-04 02:53:48.129455,224.97840881347656,232.05068969726562,244.09559631347656,15.473187446594238,19.98015785217285,10.995919227600098,233.70824,15.4830885,0.8679472,16148.89,18147.62,-64.41917,1,1,35,1,modem_disconnect,8,faulty,15,Island,FDR_047,DMG_1276,A,209,3792851.79,18147.62
EKEDC_000001,three,2025-04-04 03:53:48.129455,236.3125457763672,231.09022521972656,219.17800903320312,20.574562072753906,17.668283462524414,6.200752258300781,228.86028,14.814532,0.9716287,20222.42,21511.86,-63.537304,1,1,35,1,modem_disconnect,8,faulty,30,Island,FDR_047,DMG_1276,A,209,4495978.34,21511.86
EKEDC_000001,three,2025-04-04 04:53:48.129455,223.14076232910156,217.51162719726562,220.56362915039062,17.06699562072754,20.400428771972656,15.367127418518066,220.40535,17.611517,0.88254875,22121.33,22917.86,-62.97331,1,1,35,1,modem_disconnect,8,faulty,60,Island,FDR_047,DMG_1276,A,209,4789832.38,22917.86
EKEDC_000001,three,2025-04-04 05:53:48.129455,232.3353729248047,228.40968322753906,211.08763122558594,20.331262588500977,14.191643714904785,15.963042259216309,223.94423,16.82865,0.92842513,13131.65,15028.65,-44.46315,1,1,35,1,modem_disconnect,8,faulty,60,Island,FDR_047,DMG_1276,A,209,3140987.55,15028.65
EKEDC_000001,three,2025-04-04 06:53:48.129455,221.36590576171875,225.3129425048828,237.3529815673828,21.11687660217285,20.48895835876465,17.923349380493164,228.0106,19.843061,0.83985245,8510.11,9757.32,-52.943287,1,1,35,1,modem_disconnect,8,faulty,15,Island,FDR_047,DMG_1276,A,209,2039280.5,9757.32
EKEDC_000001,three,2025-04-04 07:53:48.129455,226.44473266601562,232.14328002929688,223.2141571044922,20.585281372070312,18.448469161987305,15.55085277557373,227.2674,18.194868,0.9369155,17530.94,17845.96,-42.75776,1,1,35,1,modem_disconnect,8,faulty,30,Island,FDR_047,DMG_1276,A,209,3729806.26,17845.96
EKEDC_000001,three,2025-04-04 08:53:48.129455,207.75254821777344,219.5706787109375,228.38600158691406,16.97044563293457,9.851422309875488,7.162905216217041,218.56975,11.3282585,0.92467976,21973.39,23355.88,-90.15459,1,1,35,1,modem_disconnect,21,faulty,30,Island,FDR_047,DMG_1276,A,209,4881378.95,23355.88
EKEDC_000001,three,2025-04-04 09:53:48.129455,242.16668701171875,217.52850341796875,240.20974731445312,16.344261169433594,16.845966339111328,7.462337017059326,233.30164,13.550855,1.0,22454.47,23473.2,-74.09534,1,1,35,1,modem_disconnect,21,faulty,30,Island,FDR_047,DMG_1276,A,209,4905899.31,23473.2
EKEDC_000001,three,2025-04-04 10:53:48.129455,230.60464477539062,228.3956756591797,219.01785278320312,20.430469512939453,17.542150497436523,25.23615074157715,226.00606,21.06959,0.9388452,6427.95,7467.34,-53.87817,1,1,35,1,modem_disconnect,21,faulty,15,Island,FDR_047,DMG_1276,A,209,1560674.13,7467.34
EKEDC_000001,three,2025-04-04 11:53:48.129455,261.4357604980469,273.05078125,236.5321044921875,15.547168731689453,12.056709289550781,10.825714111328125,257.00623,12.809864,0.9038108,2451.08,2969.77,-66.84027,1,1,35,1,modem_disconnect,21,faulty,30,Island,FDR_047,DMG_1276,A,209,620682.54,2969.77
EKEDC_000001,three,2025-04-04 12:53:48.129455,229.9535675048828,231.27085876464844,230.38999938964844,10.524518013000488,12.17699146270752,12.707032203674316,230.53815,11.802848,0.92709816,19774.65,22273.25,-86.84332,1,1,35,1,modem_disconnect,21,faulty,30,Island,FDR_047,DMG_1276,A,209,4655109.87,22273.25
EKEDC_000001,three,2025-04-04 13:53:48.129455,211.00723266601562,231.68283081054688,218.5044403076172,18.812849044799805,15.82388687133789,17.374759674072266,220.39818,17.337164,0.9363721,9252.62,11051.18,-69.36248,1,1,35,1,modem_disconnect,21,faulty,15,Island,FDR_047,DMG_1276,A,209,2309697.6,11051.18
EKEDC_000001,three,2025-04-04 14:53:48.129455,226.58726501464844,233.30804443359375,245.322509765625,13.402467727661133,7.833438396453857,15.748181343078613,235.07262,12.32803,0.9528947,11099.03,11867.17,-55.95109,1,1,35,1,modem_disconnect,21,faulty,15,Island,FDR_047,DMG_1276,A,209,2480237.65,11867.17
EKEDC_000001,three,2025-04-04 15:53:48.129455,216.16690063476562,230.15658569335938,226.96612548828125,14.738433837890625,25.13777732849121,24.260862350463867,224.42987,21.379026,0.79791087,16170.62,15812.78,-32.90098,0,1,35,1,modem_disconnect,21,faulty,30,Island,FDR_047,DMG_1276,A,209,3304870.8,15812.78
EKEDC_000001,three,2025-04-04 16:53:48.129455,237.14654541015625,231.9365692138672,230.10260009765625,8.113036155700684,21.07331657409668,15.318238258361816,233.0619,14.834863,0.92871046,15690.14,17320.8,-61.851204,1,1,35,1,modem_disconnect,21,faulty,60,Island,FDR_047,DMG_1276,A,209,3620047.98,17320.8
EKEDC_000001,three,2025-04-04 17:53:48.129455,244.2061004638672,240.12606811523438,217.79441833496094,23.39665985107422,15.549519538879395,21.270774841308594,234.04219,20.072317,0.9497432,19323.69,21803.1,-38.572357,1,1,35,1,modem_disconnect,21,faulty,60,Island,FDR_047,DMG_1276,A,209,4556847.34,21803.1
EKEDC_000001,three,2025-04-04 18:53:48.129455,224.8447265625,206.61660766601562,223.78753662109375,18.34131622314453,13.460461616516113,12.643576622009277,218.4163,14.815118,0.8718497,3222.78,3155.58,-77.58328,1,1,35,1,modem_disconnect,21,faulty,15,Island,FDR_047,DMG_1276,A,209,659515.56,3155.58
EKEDC_000001,three,2025-04-04 19:53:48.129455,219.3726348876953,238.6016845703125,217.2222137451172,22.17502212524414,14.393752098083496,19.23919677734375,225.0655,18.602657,0.94726455,15817.57,19324.92,-94.61258,1,1,35,1,modem_disconnect,23,faulty,30,Island,FDR_047,DMG_1276,A,209,4038908.75,19324.92
EKEDC_000001,three,2025-04-04 20:53:48.129455,235.08206176757812,217.4530792236328,213.02459716796875,16.875703811645508,21.97521209716797,25.1485652923584,221.85326,21.33316,0.9873636,8822.13,9624.83,-71.73598,1,1,35,1,modem_disconnect,23,faulty,60,Island,FDR_047,DMG_1276,A,209,2011589.02,9624.83
EKEDC_000001,three,2025-04-04 21:53:48.129455,224.07994079589844,237.75486755371094,237.29576110839844,18.970443725585938,11.608358383178711,17.236282348632812,233.04352,15.938362,0.759424,5134.01,6204.62,-63.85017,1,1,35,1,modem_disconnect,23,faulty,30,Island,FDR_047,DMG_1276,A,209,1296765.57,6204.62
EKEDC_000001,three,2025-04-04 22:53:48.129455,227.8245086669922,221.06423950195312,242.61676025390625,6.643888473510742,16.403823852539062,24.982147216796875,230.50183,16.009954,0.87408185,16608.25,16555.11,-59.55227,1,0,0,1,modem_disconnect,23,faulty,15,Island,FDR_047,DMG_1276,A,209,3460018.56,16555.11
